exitPagePath,exitRate,exits
/,48.76520285953022,10505
/data-analysis-announcement/,53.57451045469631,8071
/courses/professional-software-development/,33.274486265094275,4712
/courses/,36.96458253420279,2891
/pre-course-work/,81.16809116809117,2849
/blog/best-podcasts-coders-programmers/,93.6963696369637,2839
/events/info-taster-session-events/,39.59367945823928,2631
/courses/professional-software-development/cost-and-funding/,28.039329091960667,2424
/courses/full-stack-web-development/,36.39344262295082,1554
/courses/ux-design-fundamentals/,41.32534132534133,1241
/courses/professional-software-development/curriculum/,28.04157807701394,1187
/admissions-track/,51.72890733056709,1122
/blog/7-celebrities-didnt-know-code/,90.0172117039587,1046
/about-us/our-team/,35.468319559228654,1030
/about-us/,37.553068313392515,973
/courses/professional-software-development/apply/,24.45910290237467,927
/glasgow/,40.03623188405797,884
/enquire/,35.68610258658483,814
/data-analysis-announcement/apply-for-data-analysis/,34.660633484162894,766
/courses/professional-software-development/application-and-dates/,27.553063676411693,688
/about-us/become-an-instructor/,47.89430222956235,580
/courses/agile-for-effective-teams/,36.41509433962264,579
/blog/hire-developers-online-tests/,89.39873417721519,565
/pre-course-work-data-analysis/,58.47639484978541,545
/courses/python-for-developers/,36.80603152844414,537
/black-friday-lottery/,64.321608040201,512
/courses/understanding-programming/,28.858290304073435,503
/courses/r-programming/,39.482200647249186,488
/events/glasgow/,31.422924901185773,477
/about-us/join-us/,38.54251012145749,476
/for-employers/,27.826596367896894,475
/courses/understanding-software-development/,36.1005331302361,474
/data-analysis-announcement/cost-and-funding/,25.68397543271915,460
/courses/full-stack-web-development/cost-and-funding/,23.937007874015748,456
/edinburgh/,33.72868791697554,455
/about-us/our-team/our-board/,32.075471698113205,442
/courses/browse-all-course-dates/,29.7442799461642,442
/digital-careers/,39.75283213182286,386
/data-analysis-announcement/data-course-application-process/,28.134328358208954,377
/Edinburgh/,45.87945879458795,373
/courses/programming-with-r/,57.36434108527132,370
/courses/edinburgh/,25.36997885835095,360
/courses/ux-advanced/,33.776091081593925,356
/courses/professional-software-development/thank-you-syllabus-download/,19.908727895037078,349
/events/edinburgh/,28.01724137931034,325
/the-codeclan-experience/a-typical-day/,20.902455209024552,315
/blog/learn-to-code-working/,80.20565552699229,312
/courses/edaid-apply/,21.865443425076453,286
/courses/intro-to-r/,37.35099337748344,282
/Glasgow/,56.98447893569845,257
/courses/data-analysis/,36.81818181818181,243
/blog/,26.621160409556317,234
